CRIPTOATIVO;MÊS/ANO;Nº DE OPERAÇÕES;VALOR TOTAL DAS OPERAÇÕES;VALOR MÉDIO POR OPERAÇÃO
LINK;Junho de 2020;2.699;1.607.548,18;595,61
LINK;Julho de 2020;8.818;7.363.439,94;835,05
LINK;Agosto de 2020;21.132;23.421.914,62;1.108,36
LINK;Setembro de 2020;11.260;9.750.155,40;865,91
LINK;Outubro de 2020;6.190;4.877.760,79;788,01
LINK;Novembro de 2020;8.295;6.936.175,71;836,19
LINK;Dezembro de 2020;40.706;25.070.024,15;615,88
LINK;Janeiro de 2021;176.807;190.819.516,81;1.079,25
LINK;Fevereiro de 2021;141.399;186.627.174,43;1.319,86
LINK;Março de 2021;122.757;148.034.769,02;1.205,92
LINK;Abril de 2021;183.892;233.224.137,58;1.268,27
LINK;Maio de 2021;158.190;212.407.136,10;1.342,73
LINK;Junho de 2021;61.039;75.301.806,44;1.233,67
LINK;Julho de 2021;44.461;51.632.815,15;1.161,31
LINK;Agosto de 2021;70.200;79.266.369,04;1.129,15
LINK;Setembro de 2021;58.718;64.916.924,02;1.105,57
LINK;Outubro de 2021;54.474;58.173.053,95;1.067,90
LINK;Novembro de 2021;50.261;56.915.630,10;1.132,40
LINK;Dezembro de 2021;98.651;45.134.128,07;457,51
LINK;Janeiro de 2022;35.538;35.949.449,90;1.011,58
LINK;Fevereiro de 2022;17.066;9.845.511,95;576,91
LINK;Março de 2022;14.372;10.447.175,62;726,91
LINK;Abril de 2022;11.784;10.807.475,73;917,13
LINK;Maio de 2022;17.905;45.584.009,89;2.545,88
LINK;Junho de 2022;17.604;9.034.131,65;513,19
LINK;Julho de 2022;11.435;4.865.553,28;425,50
LINK;Agosto de 2022;11.601;6.245.888,34;538,39
LINK;Setembro de 2022;13.736;6.649.720,68;484,11
LINK;Outubro de 2022;18.103;8.162.118,13;450,87
LINK;Novembro de 2022;44.161;15.436.508,15;349,55
LINK;Dezembro de 2022;27.583;7.084.607,85;256,85
LINK;Janeiro de 2023;38.733;8.851.079,41;228,52
LINK;Fevereiro de 2023;43.477;13.254.399,53;304,86
LINK;Março de 2023;33.778;10.203.161,74;302,07
LINK;Abril de 2023;33.079;8.459.163,26;255,73
LINK;Maio de 2023;26.141;5.356.036,99;204,89
LINK;Junho de 2023;31.271;9.803.430,24;313,50
LINK;Julho de 2023;48.816;14.252.147,64;291,96
LINK;Agosto de 2023;30.768;8.820.939,87;286,69
LINK;Setembro de 2023;186.595;26.614.734,77;142,63
LINK;Outubro de 2023;241.211;61.347.642,62;254,33
LINK;Novembro de 2023;332.318;129.723.515,98;390,36
LINK;Dezembro de 2023;298.506;114.557.981,52;383,77
LINK;Janeiro de 2024;164.879;65.519.158,95;397,38
LINK;Fevereiro de 2024;315.042;120.857.065,78;383,62
LINK;Março de 2024;334.897;136.583.789,98;407,84
LINK;Abril de 2024;204.000;70.299.767,69;344,61
LINK;Maio de 2024;204.753;70.557.607,64;344,60
LINK;Junho de 2024;168.805;62.568.436,88;370,66
LINK;Julho de 2024;165.803;57.424.662,47;346,34
LINK;Agosto de 2024;145.946;52.616.134,87;360,52
LINK;Setembro de 2024;141.382;37.669.669,52;266,44
LINK;Outubro de 2024;165.377;52.197.288,09;315,63
LINK;Novembro de 2024;414.443;181.974.479,50;439,08
LINK;Dezembro de 2024;10;23.507,53;2.350,75
LTC;Agosto de 2019;92.620;66.823.611,51;721,48
LTC;Setembro de 2019;76.099;43.869.418,58;576,48
LTC;Outubro de 2019;51.387;31.743.261,03;617,73
LTC;Novembro de 2019;46.990;23.250.359,94;494,79
LTC;Dezembro de 2019;31.659;19.117.218,38;603,85
LTC;Janeiro de 2020;68.890;39.168.644,38;568,57
LTC;Fevereiro de 2020;94.365;76.661.946,72;812,40
LTC;Março de 2020;68.584;46.853.960,52;683,16
LTC;Abril de 2020;49.613;35.360.542,77;712,73
LTC;Maio de 2020;60.521;45.209.661,46;747,01
LTC;Junho de 2020;37.491;21.819.692,06;582,00
LTC;Julho de 2020;51.748;34.213.077,39;661,15
LTC;Agosto de 2020;88.863;79.972.995,26;899,96
LTC;Setembro de 2020;56.600;28.027.934,53;495,19
LTC;Outubro de 2020;52.377;29.877.387,15;570,43
LTC;Novembro de 2020;135.515;101.897.118,99;751,93
LTC;Dezembro de 2020;159.840;165.845.109,11;1.037,57
LTC;Janeiro de 2021;259.003;250.551.217,14;967,37
LTC;Fevereiro de 2021;312.262;356.155.906,35;1.140,57
LTC;Março de 2021;205.264;223.351.902,12;1.088,12
LTC;Abril de 2021;345.655;398.959.129,39;1.154,21
LTC;Maio de 2021;407.447;507.612.352,04;1.245,84
LTC;Junho de 2021;134.284;96.197.505,99;716,37
LTC;Julho de 2021;84.617;50.454.751,82;596,27
LTC;Agosto de 2021;148.147;101.678.475,93;686,34
LTC;Setembro de 2021;156.843;124.801.845,55;795,71
LTC;Outubro de 2021;153.937;110.472.431,04;717,65
LTC;Novembro de 2021;177.967;154.384.575,09;867,49
LTC;Dezembro de 2021;98.772;64.450.279,61;652,52
LTC;Janeiro de 2022;68.973;40.182.044,45;582,58
LTC;Fevereiro de 2022;60.104;31.183.733,61;518,83
LTC;Março de 2022;49.822;25.002.896,75;501,84
LTC;Abril de 2022;37.394;18.485.120,85;494,33
LTC;Maio de 2022;53.812;55.512.046,04;1.031,59
LTC;Junho de 2022;52.648;21.034.143,84;399,52
LTC;Julho de 2022;43.238;17.389.034,26;402,17
LTC;Agosto de 2022;32.100;13.684.403,86;426,31
LTC;Setembro de 2022;36.447;14.064.168,26;385,88
LTC;Outubro de 2022;79.400;12.256.419,70;154,36
LTC;Novembro de 2022;108.763;22.850.595,35;210,10
LTC;Dezembro de 2022;73.775;14.485.344,21;196,34
LTC;Janeiro de 2023;89.476;16.820.277,29;187,99
LTC;Fevereiro de 2023;76.369;17.022.099,47;222,89
LTC;Março de 2023;89.225;26.842.579,81;300,84
LTC;Abril de 2023;56.743;16.513.368,44;291,02
LTC;Maio de 2023;56.815;19.190.235,29;337,77
LTC;Junho de 2023;58.432;26.293.388,23;449,98
LTC;Julho de 2023;88.588;30.166.188,85;340,52
LTC;Agosto de 2023;134.547;21.062.451,84;156,54
LTC;Setembro de 2023;117.411;18.549.173,46;157,98
LTC;Outubro de 2023;167.555;24.546.526,63;146,50
LTC;Novembro de 2023;159.958;31.108.928,98;194,48
LTC;Dezembro de 2023;291.004;37.045.166,74;127,30
LTC;Janeiro de 2024;193.381;28.334.674,16;146,52
LTC;Fevereiro de 2024;202.440;35.675.583,60;176,23
LTC;Março de 2024;435.446;97.643.965,39;224,24
LTC;Abril de 2024;282.868;91.572.832,95;323,73
LTC;Maio de 2024;148.890;33.839.585,83;227,28
LTC;Junho de 2024;131.230;31.067.344,82;236,74
LTC;Julho de 2024;149.364;45.681.841,86;305,84
LTC;Agosto de 2024;130.629;89.745.359,28;687,02
LTC;Setembro de 2024;121.839;26.524.435,16;217,70
LTC;Outubro de 2024;163.599;48.621.642,51;297,20
LTC;Novembro de 2024;462.419;141.595.059,90;306,21
LTC;Dezembro de 2024;3;34.601,55;11.533,85
MATIC;Agosto de 2019;50;189.713,78;3.794,28
MATIC;Setembro de 2019;4;1.011,89;252,97
MATIC;Outubro de 2019;13;123.191,36;9.476,26
MATIC;Novembro de 2019;29;239.935,85;8.273,65
MATIC;Dezembro de 2019;48;236.755,86;4.932,41
MATIC;Junho de 2020;1;25.314,53;25.314,53
MATIC;Julho de 2020;1;12.515,00;12.515,00
MATIC;Agosto de 2020;1;89,37;89,37
MATIC;Novembro de 2020;2;997,92;498,96
MATIC;Fevereiro de 2021;33;229.992,86;6.969,48
MATIC;Março de 2021;41;72.694,27;1.773,03
MATIC;Abril de 2021;28;297.980,58;10.642,16
MATIC;Maio de 2021;330;2.913.460,98;8.828,67
MATIC;Junho de 2021;159;741.644,37;4.664,43
MATIC;Julho de 2021;7.562;6.678.787,16;883,20
MATIC;Agosto de 2021;21.452;17.209.693,19;802,24
MATIC;Setembro de 2021;30.772;24.923.742,58;809,95
MATIC;Outubro de 2021;40.599;44.108.288,57;1.086,44
MATIC;Novembro de 2021;31.632;31.591.771,55;998,73
MATIC;Dezembro de 2021;46.851;52.228.180,74;1.114,77
MATIC;Janeiro de 2022;25.024;19.916.893,96;795,91
MATIC;Fevereiro de 2022;17.189;29.270.131,49;1.702,84
MATIC;Março de 2022;12.251;6.876.410,32;561,29
MATIC;Abril de 2022;12.602;4.372.832,15;347,00
MATIC;Maio de 2022;23.217;44.154.922,82;1.901,84
MATIC;Junho de 2022;20.254;5.096.617,94;251,64
MATIC;Julho de 2022;35.102;17.412.761,94;496,06
MATIC;Agosto de 2022;24.728;11.186.932,59;452,40
MATIC;Setembro de 2022;30.287;7.546.442,56;249,16
MATIC;Outubro de 2022;139.113;13.105.251,52;94,21
MATIC;Novembro de 2022;166.310;65.580.152,06;394,32
MATIC;Dezembro de 2022;128.992;15.415.686,91;119,51
MATIC;Janeiro de 2023;362.623;44.388.368,46;122,41
MATIC;Fevereiro de 2023;421.986;89.442.130,76;211,96
MATIC;Março de 2023;321.125;61.915.185,96;192,81
MATIC;Abril de 2023;262.044;33.743.109,70;128,77
MATIC;Maio de 2023;219.643;22.938.913,12;104,44
MATIC;Junho de 2023;274.367;45.893.711,35;167,27
MATIC;Julho de 2023;320.170;50.514.227,68;157,77
MATIC;Agosto de 2023;370.097;48.433.725,21;130,87
MATIC;Setembro de 2023;227.715;29.190.325,52;128,19
MATIC;Outubro de 2023;319.807;63.596.592,72;198,86
MATIC;Novembro de 2023;416.784;133.410.973,90;320,10
MATIC;Dezembro de 2023;505.271;152.136.633,58;301,10
MATIC;Janeiro de 2024;366.778;79.342.048,55;216,32
MATIC;Fevereiro de 2024;311.987;108.078.835,64;346,42
MATIC;Março de 2024;505.739;170.703.044,98;337,53
MATIC;Abril de 2024;400.045;93.149.213,37;232,85
MATIC;Maio de 2024;247.892;61.944.107,14;249,88
MATIC;Junho de 2024;209.559;55.120.971,29;263,03
MATIC;Julho de 2024;225.017;54.724.896,80;243,20
MATIC;Agosto de 2024;206.935;114.209.901,26;551,91
MATIC;Setembro de 2024;171.111;37.466.235,12;218,96
MATIC;Outubro de 2024;149.699;29.886.032,75;199,64
MATIC;Novembro de 2024;470.174;198.903.104,13;423,04
MATIC;Dezembro de 2024;4.388;19.006,56;4,33
MBCONS02;Setembro de 2020;105;48.668,47;463,51
MBCONS02;Outubro de 2020;113;31.179,47;275,92
MBCONS02;Novembro de 2020;154;33.036,97;214,53
MBCONS02;Dezembro de 2020;525;626.015,41;1.192,41
MBCONS02;Fevereiro de 2021;311;53.018,83;170,48
MBPRK02;Setembro de 2020;328;182.166,26;555,38
MBPRK02;Outubro de 2020;237;95.869,85;404,51
MBPRK02;Novembro de 2020;465;344.795,78;741,50
MBPRK02;Dezembro de 2020;432;436.472,21;1.010,35
MBPRK02;Janeiro de 2021;2.812;761.631,84;270,85
MBPRK02;Fevereiro de 2021;890;276.002,81;310,12
MBPRK02;Março de 2021;1.769;564.058,93;318,86
MBPRK02;Abril de 2021;1.384;595.220,87;430,07
MBPRK02;Maio de 2021;491;437.866,06;891,78
MBPRK02;Junho de 2021;346;269.535,13;779,00
MBPRK02;Julho de 2021;384;257.792,63;671,33
MBPRK02;Agosto de 2021;267;111.329,62;416,96
MBPRK02;Setembro de 2021;303;165.033,47;544,66
MBPRK02;Outubro de 2021;371;149.242,71;402,27
MBPRK02;Novembro de 2021;514;123.860,71;240,97
MBPRK02;Dezembro de 2021;306;161.110,68;526,51
MBPRK02;Janeiro de 2022;243;93.898,95;386,42
MBPRK02;Fevereiro de 2022;26;15.912,40;612,02
MBPRK02;Março de 2022;20;5.661,74;283,09
MBPRK02;Abril de 2022;25;10.968,62;438,74
MBPRK02;Maio de 2022;18;9.983,65;554,65
MBPRK02;Junho de 2022;10;5.265,80;526,58
MBPRK02;Julho de 2022;5;15.473,66;3.094,73
MBPRK02;Agosto de 2022;9;2.796,95;310,77
MBPRK02;Setembro de 2022;10;1.784,92;178,49
MBPRK02;Outubro de 2022;15;9.706,21;647,08
MBPRK02;Novembro de 2022;25;45.106,24;1.804,25
MBPRK02;Dezembro de 2022;25;11.068,27;442,73
MBPRK02;Janeiro de 2023;26;9.600,74;369,26
MBPRK02;Fevereiro de 2023;40;27.368,55;684,21
MBPRK02;Março de 2023;136;59.967,10;440,93
MBPRK02;Abril de 2023;38;9.437,18;248,35
MBPRK02;Maio de 2023;63;17.616,71;279,63
MBPRK02;Junho de 2023;39;15.301,89;392,36
MBPRK02;Julho de 2023;27;19.528,05;723,26
MBPRK02;Agosto de 2023;1.025;4.857.635,92;4.739,16
MBPRK03;Setembro de 2020;426;238.286,12;559,36
MBPRK03;Outubro de 2020;412;191.526,24;464,87
MBPRK03;Novembro de 2020;582;212.897,68;365,80
MBPRK03;Dezembro de 2020;1.594;1.971.814,18;1.237,02
MBPRK03;Janeiro de 2021;1.121;430.850,62;384,34
MBPRK03;Fevereiro de 2021;643;307.770,17;478,65
MBPRK03;Março de 2021;971;277.275,21;285,56
MBPRK03;Abril de 2021;872;263.227,53;301,87
MBPRK03;Maio de 2021;501;592.396,79;1.182,43
MBPRK03;Junho de 2021;158;41.116,47;260,23
MBPRK03;Julho de 2021;165;30.486,23;184,77
MBPRK03;Agosto de 2021;203;61.048,72;300,73
MBPRK03;Setembro de 2021;223;54.226,75;243,17
MBPRK03;Outubro de 2021;92;26.834,90;291,68
MBPRK03;Dezembro de 2021;1;495,59;495,59
MBPRK03;Janeiro de 2022;80;72.636,79;907,96
MBPRK03;Fevereiro de 2022;39;87.910,47;2.254,11
MBPRK03;Março de 2022;27;16.560,92;613,37
MBPRK03;Abril de 2022;17;7.949,03;467,59
MBPRK03;Maio de 2022;9;1.504,32;167,15
MBPRK03;Junho de 2022;13;19.152,16;1.473,24
MBPRK03;Julho de 2022;13;5.297,35;407,49
MBPRK03;Agosto de 2022;12;4.569,26;380,77
MBPRK03;Setembro de 2022;8;2.830,55;353,82
MBPRK03;Outubro de 2022;7;1.808,43;258,35
MBPRK03;Novembro de 2022;7;1.154,65;164,95
MBPRK03;Dezembro de 2022;9;4.702,90;522,54
MBPRK03;Janeiro de 2023;10;74.010,40;7.401,04
MBPRK03;Fevereiro de 2023;6;1.170,18;195,03
MBPRK03;Março de 2023;11;14.338,84;1.303,53
MBPRK03;Abril de 2023;8;7.735,25;966,91
MBPRK03;Maio de 2023;7;74.436,21;10.633,74
MBPRK03;Junho de 2023;3;490,11;163,37
MBPRK03;Julho de 2023;6;618,88;103,15
MBPRK03;Agosto de 2023;2;8.083,47;4.041,74
MBPRK03;Setembro de 2023;2;194,82;97,41
MBPRK03;Outubro de 2023;1;210,69;210,69
MBPRK03;Novembro de 2023;3;292,31;97,44
MBPRK03;Dezembro de 2023;8;1.254,34;156,79
MBPRK03;Janeiro de 2024;7;3.112,12;444,59
MBPRK03;Fevereiro de 2024;7;12.157,66;1.736,81
MBPRK03;Março de 2024;13;9.784,88;752,68
MBPRK03;Abril de 2024;3;1.091,93;363,98
MBPRK03;Maio de 2024;3;1.140,89;380,30
MBPRK03;Junho de 2024;3;8.559,79;2.853,26
MBPRK03;Julho de 2024;2;466,12;233,06
MBPRK04;Setembro de 2020;161;124.976,31;776,25
MBPRK04;Outubro de 2020;134;35.932,70;268,15
MBPRK04;Novembro de 2020;233;118.261,51;507,56
MBPRK04;Dezembro de 2020;331;235.349,15;711,02
MBPRK04;Janeiro de 2021;3.429;1.031.026,32;300,68
MBPRK04;Fevereiro de 2021;970;190.889,39;196,79
MBPRK04;Março de 2021;1.129;194.041,83;171,87
MBPRK04;Abril de 2021;920;295.513,87;321,21
MBPRK04;Maio de 2021;699;350.684,75;501,69
MBPRK04;Junho de 2021;175;86.169,59;492,40
MBPRK04;Julho de 2021;272;164.010,01;602,98
MBPRK04;Agosto de 2021;243;151.356,24;622,87
MBPRK04;Setembro de 2021;273;143.563,58;525,87
MBPRK04;Outubro de 2021;376;153.198,77;407,44
MBPRK04;Novembro de 2021;630;177.136,62;281,17
MBPRK04;Dezembro de 2021;338;95.618,52;282,90
MBPRK04;Janeiro de 2022;108;30.290,42;280,47
MBPRK04;Fevereiro de 2022;70;23.794,72;339,92
MBPRK04;Março de 2022;164;39.755,92;242,41
MBPRK04;Abril de 2022;242;80.111,44;331,04
MBPRK04;Maio de 2022;18;7.831,54;435,09
MBPRK04;Junho de 2022;12;7.143,96;595,33
MBPRK04;Julho de 2022;45;60.397,56;1.342,17
MBPRK04;Agosto de 2022;28;21.957,20;784,19
MBPRK04;Setembro de 2022;67;21.073,32;314,53
MBPRK04;Outubro de 2022;15;3.000,26;200,02
MBPRK04;Novembro de 2022;121;40.771,21;336,95
MBPRK04;Dezembro de 2022;201;62.187,40;309,39
MBPRK04;Janeiro de 2023;187;65.291,17;349,15
MBPRK04;Fevereiro de 2023;91;27.784,66;305,33
MBPRK04;Março de 2023;96;26.033,31;271,18
MBPRK04;Abril de 2023;98;23.986,31;244,76
MBPRK04;Maio de 2023;146;46.139,39;316,02
MBPRK04;Junho de 2023;36;9.284,34;257,90
MBPRK04;Julho de 2023;62;28.510,82;459,85
MBPRK04;Agosto de 2023;57;12.722,97;223,21
MBPRK04;Setembro de 2023;39;11.902,24;305,19
MBPRK04;Outubro de 2023;35;12.193,38;348,38
MBPRK04;Novembro de 2023;39;7.327,00;187,87
MBPRK04;Dezembro de 2023;66;21.279,43;322,42
MBPRK04;Janeiro de 2024;83;26.468,83;318,90
MBPRK04;Fevereiro de 2024;70;19.105,93;272,94
MBPRK04;Março de 2024;21;2.108,03;100,38
MBPRK04;Abril de 2024;7;1.518,85;216,98
MBPRK04;Maio de 2024;9;2.725,62;302,85
MBPRK04;Junho de 2024;5;1.132,21;226,44
MBPRK04;Julho de 2024;10;6.834,86;683,49
MBPRK04;Agosto de 2024;6;897,11;149,52
MBPRK04;Setembro de 2024;4;315,00;78,75
MBPRK04;Outubro de 2024;9;1.190,02;132,22
MBPRK04;Novembro de 2024;19;1.347,52;70,92
MCO2;Fevereiro de 2021;57.925;64.094.235,19;1.106,50
MCO2;Março de 2021;44.417;64.891.762,24;1.460,97
MCO2;Abril de 2021;40.020;68.797.359,84;1.719,07
MCO2;Maio de 2021;22.398;23.463.753,71;1.047,58
MCO2;Junho de 2021;8.858;11.765.344,03;1.328,22
MCO2;Julho de 2021;8.084;7.121.408,45;880,93
MCO2;Agosto de 2021;9.677;5.483.507,54;566,65
MCO2;Setembro de 2021;18.760;19.837.330,00;1.057,43
MCO2;Outubro de 2021;16.798;11.450.957,76;681,69
MCO2;Novembro de 2021;13.551;9.882.695,33;729,30
MCO2;Dezembro de 2021;24.500;25.662.027,70;1.047,43
MCO2;Janeiro de 2022;38.347;36.557.689,08;953,34
MCO2;Fevereiro de 2022;24.359;22.685.262,34;931,29
MCO2;Março de 2022;30.630;15.633.685,13;510,40
MCO2;Abril de 2022;27.258;12.048.096,39;442,00
MCO2;Maio de 2022;4.938;3.234.203,17;654,96
MCO2;Junho de 2022;3.819;2.097.103,79;549,12
MCO2;Julho de 2022;2.878;918.072,58;319,00
MCO2;Agosto de 2022;9.845;1.913.603,75;194,37
MCO2;Setembro de 2022;3.937;1.049.359,33;266,54
MCO2;Outubro de 2022;3.595;1.009.588,33;280,83
MCO2;Novembro de 2022;5.296;1.351.988,43;255,28
MCO2;Dezembro de 2022;2.199;342.629,31;155,81
MCO2;Janeiro de 2023;2.793;420.208,92;150,45
MCO2;Fevereiro de 2023;3.414;701.069,31;205,35
MCO2;Março de 2023;3.590;575.749,93;160,38
MCO2;Abril de 2023;2.662;386.911,23;145,35
MCO2;Maio de 2023;2.160;235.089,45;108,84
MCO2;Junho de 2023;3.316;432.630,60;130,47
MCO2;Julho de 2023;2.098;250.622,40;119,46
MCO2;Agosto de 2023;2.059;301.074,51;146,22
MCO2;Setembro de 2023;18.898;4.165.944,50;220,44
MCO2;Outubro de 2023;4.639;741.862,73;159,92
MCO2;Novembro de 2023;7.884;1.245.201,35;157,94
MCO2;Dezembro de 2023;9.159;1.263.302,84;137,93
MCO2;Janeiro de 2024;4.297;434.568,72;101,13
MCO2;Fevereiro de 2024;5.598;684.287,53;122,24
MCO2;Março de 2024;8.669;1.107.331,53;127,73
MCO2;Abril de 2024;5.867;630.057,29;107,39
MCO2;Maio de 2024;4.201;645.672,62;153,69
MCO2;Junho de 2024;3.254;517.420,27;159,01
MCO2;Julho de 2024;2.381;224.020,18;94,09
MCO2;Agosto de 2024;2.980;211.413,31;70,94
MCO2;Setembro de 2024;1.630;129.525,25;79,46
MCO2;Outubro de 2024;2.520;161.605,98;64,13
MCO2;Novembro de 2024;3.612;410.889,14;113,76
MKR;Agosto de 2019;28;27.211,07;971,82
MKR;Setembro de 2019;30;16.207,80;540,26
MKR;Julho de 2020;1;5.992,58;5.992,58
MKR;Janeiro de 2021;3;123.479,61;41.159,87
MKR;Fevereiro de 2021;8;8.228,71;1.028,59
MKR;Março de 2021;1;11.545,26;11.545,26
MKR;Abril de 2021;39;80.153,02;2.055,21
MKR;Maio de 2021;5.246;6.149.506,44;1.172,23
MKR;Junho de 2021;4.004;4.200.710,91;1.049,13
MKR;Julho de 2021;3.483;3.317.119,66;952,37
MKR;Agosto de 2021;5.345;4.425.011,30;827,88
MKR;Setembro de 2021;3.830;3.570.648,66;932,28
MKR;Outubro de 2021;3.901;3.794.260,26;972,64
MKR;Novembro de 2021;7.810;8.704.605,24;1.114,55
MKR;Dezembro de 2021;3.278;1.735.055,97;529,30
MKR;Janeiro de 2022;3.016;1.217.999,24;403,85
MKR;Fevereiro de 2022;2.215;954.586,39;430,96
MKR;Março de 2022;2.121;772.231,69;364,09
MKR;Abril de 2022;1.795;570.217,88;317,67
MKR;Maio de 2022;3.969;1.743.638,84;439,31
MKR;Junho de 2022;2.601;1.410.052,13;542,12
MKR;Julho de 2022;1.463;646.200,20;441,70
MKR;Agosto de 2022;1.901;827.482,14;435,29
MKR;Setembro de 2022;1.508;574.970,74;381,28
MKR;Outubro de 2022;2.521;861.512,52;341,73
MKR;Novembro de 2022;1.866;699.809,81;375,03
MKR;Dezembro de 2022;1.266;767.750,48;606,44
MKR;Janeiro de 2023;1.641;735.241,08;448,04
MKR;Fevereiro de 2023;2.458;593.782,36;241,57
MKR;Março de 2023;5.615;1.451.985,52;258,59
MKR;Abril de 2023;2.424;690.498,71;284,86
MKR;Maio de 2023;1.060;117.498,76;110,85
MKR;Junho de 2023;1.620;403.504,99;249,08
MKR;Julho de 2023;4.451;1.584.554,70;356,00
MKR;Agosto de 2023;2.401;576.498,84;240,11
MKR;Setembro de 2023;3.008;883.686,16;293,78
MKR;Outubro de 2023;4.078;1.233.981,90;302,59
MKR;Novembro de 2023;15.644;14.277.189,28;912,63
MKR;Dezembro de 2023;15.103;7.555.886,39;500,29
MKR;Janeiro de 2024;15.491;7.767.985,15;501,45
MKR;Fevereiro de 2024;12.795;7.958.589,39;622,01
MKR;Março de 2024;23.776;21.259.400,51;894,15
MKR;Abril de 2024;21.512;35.058.152,34;1.629,70
MKR;Maio de 2024;13.445;15.756.563,49;1.171,93
MKR;Junho de 2024;10.703;10.689.123,59;998,70
MKR;Julho de 2024;13.032;16.109.755,99;1.236,17
MKR;Agosto de 2024;12.157;11.554.759,51;950,46
MKR;Setembro de 2024;9.316;6.325.005,37;678,94
MKR;Outubro de 2024;14.562;14.090.252,56;967,60
MKR;Novembro de 2024;26.361;23.036.540,21;873,89
NANO;Agosto de 2019;108;35.160,83;325,56
NANO;Setembro de 2019;73;24.242,51;332,09
NANO;Outubro de 2019;11;47.766,39;4.342,40
NANO;Novembro de 2019;1;1.000,00;1.000,00
NANO;Fevereiro de 2020;11;1.950,00;177,27
NANO;Março de 2020;18;636,05;35,34
NANO;Abril de 2020;35;38.014,39;1.086,13
NANO;Maio de 2020;81;21.092,15;260,40
NANO;Junho de 2020;169;121.799,50;720,71
NANO;Julho de 2020;162;95.301,27;588,28
NANO;Agosto de 2020;114;66.619,70;584,38
NANO;Setembro de 2020;149;55.676,81;373,67
NANO;Outubro de 2020;114;42.137,36;369,63
NANO;Novembro de 2020;132;76.327,84;578,24
NANO;Dezembro de 2020;138;48.670,75;352,69
NANO;Janeiro de 2021;498;1.215.694,47;2.441,15
NANO;Fevereiro de 2021;461;920.053,50;1.995,78
NANO;Março de 2021;255;158.955,54;623,36
NANO;Abril de 2021;245;420.801,41;1.717,56
NANO;Maio de 2021;319;632.275,98;1.982,06
NANO;Junho de 2021;123;68.066,38;553,39
NANO;Julho de 2021;72;62.731,06;871,26
NANO;Agosto de 2021;171;260.235,07;1.521,84
NANO;Setembro de 2021;111;161.371,73;1.453,80
NANO;Outubro de 2021;124;111.086,90;895,86
NANO;Novembro de 2021;101;45.555,26;451,04
NANO;Dezembro de 2021;74;27.431,19;370,69
NANO;Janeiro de 2022;60;20.130,53;335,51
NANO;Fevereiro de 2022;64;19.280,79;301,26
NANO;Março de 2022;90;34.843,63;387,15
NANO;Abril de 2022;59;12.075,95;204,68
NANO;Maio de 2022;51;8.382,99;164,37
NANO;Junho de 2022;22;2.959,76;134,53
NANO;Julho de 2022;7;2.043,54;291,93
NANO;Agosto de 2022;7;1.422,35;203,19
NANO;Setembro de 2022;9;4.343,46;482,61
NANO;Outubro de 2022;9;543,63;60,40
NANO;Novembro de 2022;16;4.445,16;277,82
NANO;Dezembro de 2022;6;698,17;116,36
NANO;Janeiro de 2023;12;1.811,88;150,99
NANO;Fevereiro de 2023;13;8.528,11;656,01
NANO;Março de 2023;7;1.504,85;214,98
NANO;Abril de 2023;8;1.771,84;221,48
NANO;Maio de 2023;6;258,31;43,05
NANO;Junho de 2023;5;1.011,05;202,21
NANO;Julho de 2023;1;100,00;100,00
NANO;Agosto de 2023;6;254,94;42,49
NANO;Setembro de 2023;10;2.178,98;217,90
NANO;Outubro de 2023;5;2.108,00;421,60
NANO;Novembro de 2023;8;1.394,07;174,26
NANO;Dezembro de 2023;5;883,71;176,74
NANO;Janeiro de 2024;1;100,00;100,00
NANO;Fevereiro de 2024;13;5.124,47;394,19
NANO;Março de 2024;9;7.489,82;832,20
NANO;Abril de 2024;5;5.247,98;1.049,60
NANO;Maio de 2024;12;7.808,19;650,68
NANO;Junho de 2024;2;7.255,75;3.627,88
NANO;Julho de 2024;1;1.630,73;1.630,73
NANO;Agosto de 2024;1;42,00;42,00
NANO;Setembro de 2024;1;100,00;100,00
NANO;Outubro de 2024;2;1.705,66;852,83
NEO;Agosto de 2019;1;99,50;99,50
NEO;Setembro de 2019;16;3.648,75;228,05
NEO;Outubro de 2019;18;8.148,82;452,71
NEO;Novembro de 2019;24;127.586,15;5.316,09
NEO;Dezembro de 2019;11;40.829,60;3.711,78
NEO;Janeiro de 2020;21;134.713,08;6.414,91
NEO;Fevereiro de 2020;14;204.322,84;14.594,49
NEO;Março de 2020;18;67.070,81;3.726,16
NEO;Abril de 2020;31;32.959,74;1.063,22
NEO;Maio de 2020;6;3.152,76;525,46
NEO;Junho de 2020;1;25.314,53;25.314,53
NEO;Julho de 2020;3;20.669,71;6.889,90
NEO;Agosto de 2020;2;299,76;149,88
NEO;Setembro de 2020;2;20.012,03;10.006,02
NEO;Dezembro de 2020;4;6.796,66;1.699,17
NEO;Janeiro de 2021;9;10.786,71;1.198,52
NEO;Fevereiro de 2021;4;256.451,89;64.112,97
NEO;Março de 2021;19;33.179,38;1.746,28
NEO;Abril de 2021;45;86.257,53;1.916,83
NEO;Maio de 2021;15;22.724,86;1.514,99
NEO;Junho de 2021;5;36.265,69;7.253,14
NEO;Julho de 2021;6;4.540,27;756,71
NEO;Agosto de 2021;6;4.196,43;699,41
NEO;Outubro de 2021;3;7.554,44;2.518,15
