CRIPTOATIVO;MÊS/ANO;Nº DE OPERAÇÕES;VALOR TOTAL DAS OPERAÇÕES;VALOR MÉDIO POR OPERAÇÃO
ZEC;Maio de 2024;332;2.423.031,53;7.298,29
ZEC;Junho de 2024;153;140.279,17;916,86
ZEC;Julho de 2024;246;41.043,61;166,84
ZEC;Agosto de 2024;341;223.629,11;655,80
ZEC;Setembro de 2024;196;51.354,64;262,01
ZEC;Outubro de 2024;434;58.128,76;133,94
ZEC;Novembro de 2024;628;93.424,55;148,77
ZRX;Setembro de 2019;5;51.233,81;10.246,76
ZRX;Outubro de 2019;35;70.741,36;2.021,18
ZRX;Novembro de 2019;50;4.810,49;96,21
ZRX;Dezembro de 2019;121;6.283,56;51,93
ZRX;Janeiro de 2020;135;4.561,04;33,79
ZRX;Fevereiro de 2020;294;27.192,95;92,49
ZRX;Março de 2020;137;9.324,99;68,07
ZRX;Abril de 2020;180;13.329,48;74,05
ZRX;Maio de 2020;770;97.462,89;126,58
ZRX;Junho de 2020;429;82.258,49;191,74
ZRX;Julho de 2020;860;69.635,49;80,97
ZRX;Agosto de 2020;1.662;222.277,74;133,74
ZRX;Setembro de 2020;428;40.025,72;93,52
ZRX;Outubro de 2020;346;69.304,20;200,30
ZRX;Novembro de 2020;379;48.327,60;127,51
ZRX;Dezembro de 2020;346;49.040,73;141,74
ZRX;Janeiro de 2021;8;5.200,17;650,02
ZRX;Fevereiro de 2021;1.356;490.023,05;361,37
ZRX;Março de 2021;1.027;64.638,09;62,94
ZRX;Abril de 2021;817;187.661,89;229,70
ZRX;Maio de 2021;35.066;24.125.521,12;688,00
ZRX;Junho de 2021;14.531;4.538.489,38;312,33
ZRX;Julho de 2021;16.358;5.267.184,96;321,99
ZRX;Agosto de 2021;49.000;8.743.813,17;178,45
ZRX;Setembro de 2021;53.061;7.504.862,86;141,44
ZRX;Outubro de 2021;20.141;12.276.934,88;609,55
ZRX;Novembro de 2021;18.851;11.393.590,79;604,40
ZRX;Dezembro de 2021;6.356;2.136.219,78;336,09
ZRX;Janeiro de 2022;5.204;2.113.338,73;406,10
ZRX;Fevereiro de 2022;3.547;1.006.462,96;283,75
ZRX;Março de 2022;5.137;2.070.828,45;403,12
ZRX;Abril de 2022;7.905;3.509.476,05;443,96
ZRX;Maio de 2022;5.583;24.600.652,11;4.406,35
ZRX;Junho de 2022;4.057;1.159.698,44;285,85
ZRX;Julho de 2022;3.606;645.163,67;178,91
ZRX;Agosto de 2022;2.789;534.029,98;191,48
ZRX;Setembro de 2022;2.512;279.187,47;111,14
ZRX;Outubro de 2022;2.572;151.054,67;58,73
ZRX;Novembro de 2022;3.789;339.845,58;89,69
ZRX;Dezembro de 2022;3.317;624.523,68;188,28
ZRX;Janeiro de 2023;9.146;408.531,83;44,67
ZRX;Fevereiro de 2023;10.239;425.851,09;41,59
ZRX;Março de 2023;11.901;522.534,20;43,91
ZRX;Abril de 2023;13.310;777.639,90;58,43
ZRX;Maio de 2023;4.518;177.444,17;39,27
ZRX;Junho de 2023;3.560;167.713,20;47,11
ZRX;Julho de 2023;6.205;293.093,92;47,24
ZRX;Agosto de 2023;4.005;141.145,74;35,24
ZRX;Setembro de 2023;2.542;60.648,34;23,86
ZRX;Outubro de 2023;7.148;525.156,07;73,47
ZRX;Novembro de 2023;6.984;1.102.774,86;157,90
ZRX;Dezembro de 2023;3.336;321.399,63;96,34
ZRX;Janeiro de 2024;9.314;464.101,07;49,83
ZRX;Fevereiro de 2024;4.010;415.167,84;103,53
ZRX;Março de 2024;25.085;6.978.971,49;278,21
ZRX;Abril de 2024;5.840;1.054.782,37;180,61
ZRX;Maio de 2024;4.269;783.075,31;183,43
ZRX;Junho de 2024;2.859;594.602,18;207,98
ZRX;Julho de 2024;6.324;1.008.570,26;159,48
ZRX;Agosto de 2024;4.264;606.088,40;142,14
ZRX;Setembro de 2024;1.614;124.753,39;77,29
ZRX;Outubro de 2024;2.172;298.351,49;137,36
ZRX;Novembro de 2024;5.648;1.319.922,64;233,70
